CollegeName,CollegeUrl,CollegeLocation,Course1,Course1Fees,Course2,Course2Fees,CollegeRanking,CollegeRating
GRT Institute of Pharmaceutical Education and Research,https://zollege.in/college/221912-grt-institute-of-pharmaceutical-education-and-research-tirutani,"Tirutani, Tamil Nadu | AICTE, PCI Accredited",B.Pharm,₹ 43 K,Graduate Diploma in Pharmacy,₹ 28 K,,
BABA Institute of Technology and Sciences - [BITS-VIZAG],https://zollege.in/college/172281-baba-institute-of-technology-and-sciences-bitsvizag-visakhapatnam,"Visakhapatnam, Andhra Pradesh | AICTE Accredited",BE/B.Tech,₹ 30 K,ME/M.Tech,₹ 28 K,TOIranking 106 out of 162 in 2020,3.7/10 (1 Reviews)
CMS College,https://zollege.in/college/160041-cms-college-kottayam,"Kottayam, Kerala",B.Sc,₹ 7.06 K,M.Sc,₹ 9.72 K,NIRFranking 85 out of 200 in 2023,8.3/10 (1 Reviews)
HR College of Commerce and Economics,https://zollege.in/college/175164-hr-college-of-commerce-and-economics-mumbai,"Mumbai, Maharashtra",B.Com,₹ 18.16 K,M.Com,₹ 14.72 K,The Weekranking 19 out of 107 in 2023,8.3/10 (4 Reviews)
Drs. Kiran and Pallavi Patel Global University,https://zollege.in/university/172285-drs-kiran-and-pallavi-patel-global-university-vadodara,"Vadodara, Gujarat | AICTE, PCI Accredited",BE/B.Tech,₹ 1.12 Lakhs,ME/M.Tech,₹ 1.19 Lakhs,,8.7/10 (2 Reviews)
Utkal University,https://zollege.in/university/185090-utkal-university-bhubaneswar,"Bhubaneswar, Orissa | UGC Accredited",MA,₹ 2.57 K,M.Phil/Ph.D in Arts,₹ 2.16 K,NIRFranking 93 out of 201 in 2023,7.8/10 (26 Reviews)
Pacific Institute of Medical Sciences - [PIMS],https://zollege.in/college/218997-pacific-institute-of-medical-sciences-pims-udaipur,"Udaipur, Rajasthan | MCI Accredited",MBBS,₹ 29 Lakhs,MS,₹ 67 Lakhs,,
Bankura Unnayani Institute of Engineering - [BUIE],https://zollege.in/college/172311-bankura-unnayani-institute-of-engineering-buie-bankura,"Bankura, West Bengal | AICTE Accredited",BE/B.Tech,₹ 94.75 K,ME/M.Tech,₹ 55 K,,
AKRG College of Pharmacy - [AKRGCP],https://zollege.in/college/168512-akrg-college-of-pharmacy-akrgcp-nallajerla,"Nallajerla, Andhra Pradesh | AICTE, PCI Accredited",B.Pharm,₹ 35 K,M.Pharm,₹ 50 K,,
Bhoj Reddy Engineering College for Women,https://zollege.in/college/172399-bhoj-reddy-engineering-college-for-women-hyderabad,"Hyderabad, Telangana | AICTE Accredited",BE/B.Tech,₹ 75 K,,,,8.4/10 (9 Reviews)
General Shivdev Singh Diwan Gurbachan Singh Khalsa College,https://zollege.in/college/160699-general-shivdev-singh-diwan-gurbachan-singh-khalsa-college-patiala,"Patiala, Punjab | UGC Accredited",B.Sc,₹ 37.74 K,M.Sc,₹ 50.79 K,,
CIPET: Centre for Skilling and Technical Support - [CSTS],https://zollege.in/college/172499-cipet-centre-for-skilling-and-technical-support-csts-hajipur,"Hajipur, Bihar | AICTE Accredited",Diploma in Engineering,₹ 35.75 K,PG Diploma in Engineering,₹ 42.35 K,,
Aliah University,https://zollege.in/university/185323-aliah-university-kolkata,"Kolkata, West Bengal | NCTE, AICTE, UGC Accredited",BA,₹ 8.8 K,MA,₹ 4.5 K,,7.5/10 (20 Reviews)
City Engineering College - [CEC],https://zollege.in/college/172551-city-engineering-college-cec-bangalore,"Bangalore, Karnataka | AICTE Accredited",BE/B.Tech,₹ 3 Lakhs,ME/M.Tech,₹ 3 Lakhs,,9.3/10 (1 Reviews)
GITAM School of Pharmacy,https://zollege.in/college/168739-gitam-school-of-pharmacy-visakhapatnam,"Visakhapatnam, Andhra Pradesh",B.Pharm,₹ 1.32 Lakhs,M.Pharm,₹ 1.7 Lakhs,,
Autonomous State Medical College- [ASMC],https://zollege.in/college/219951-autonomous-state-medical-college-asmc-firozabad,"Firozabad, Uttar Pradesh | MCI Accredited",MBBS,₹ 36 K,Diplomate National Board [DNB],₹ 1.48 Lakhs,,7.7/10 (5 Reviews)
HI-Tech Institute of Engineering and Technology - [HIET],https://zollege.in/college/173033-hitech-institute-of-engineering-and-technology-hiet-ghaziabad,"Ghaziabad, Uttar Pradesh | AICTE Accredited",BE/B.Tech,₹ 1.03 Lakhs,,,,8.7/10 (1 Reviews)
Virudhunagar Hindu Nadar's Senthikumara Nadar College - [VHNSNC],https://zollege.in/college/164684-virudhunagar-hindu-nadars-senthikumara-nadar-college-vhnsnc-virudhunagar,"Virudhunagar, Tamil Nadu | AICTE Accredited",B.Sc,₹ 879,M.Sc,₹ 1.46 K,NIRFranking 76 out of 200 in 2023,6.7/10 (1 Reviews)
Jaya Engineering College - [JEC],https://zollege.in/college/173186-jaya-engineering-college-jec-chennai,"Chennai, Tamil Nadu | AICTE, NBA Accredited",BE/B.Tech,₹ 2.2 Lakhs,ME/M.Tech,₹ 55 K,,
Jayamukhi Institute of Technological Sciences - [JITS],https://zollege.in/college/173189-jayamukhi-institute-of-technological-sciences-jits-warangal,"Warangal, Telangana | AICTE, NBA Accredited",BE/B.Tech,₹ 60 K,ME/M.Tech,₹ 64.5 K,,9/10 (3 Reviews)
Lord Shiva College of Pharmacy,https://zollege.in/college/168957-lord-shiva-college-of-pharmacy-sirsa,"Sirsa, Haryana | AICTE, PCI Accredited",B.Pharm,₹ 50.5 K,M.Pharm,₹ 1.2 Lakhs,,
Rabindra Bharati University - [RBU],https://zollege.in/university/185333-rabindra-bharati-university-rbu-kolkata,"Kolkata, West Bengal",BA,₹ 5.95 K,MA,₹ 4.25 K,,7.1/10 (4 Reviews)
North East Frontier Technical University - [NEFTU],https://zollege.in/university/217835-north-east-frontier-technical-university-neftu-west-siang,"West Siang, Arunachal Pradesh | AICTE, BCI, UGC, AIU Accredited",BA,No Fees Found,MA,No Fees Found,IIRFranking 126 out of 171 in 2023,
KLN College of Engineering - [KLNCE],https://zollege.in/college/173247-kln-college-of-engineering-klnce-sivaganga,"Sivaganga, Tamil Nadu | AICTE, NBA Accredited",BE/B.Tech,₹ 2.2 Lakhs,ME/M.Tech,₹ 60 K,NIRF Innovationranking 26 out of 50 in 2020,8/10 (1 Reviews)
Bose Institute,https://zollege.in/college/172426-bose-institute-kolkata,"Kolkata, West Bengal",M.Sc,No Fees Found,M.Phil/Ph.D in Science,No Fees Found,,
Lakhmi Chand Institute of Technology - [LCIT],https://zollege.in/college/173394-lakhmi-chand-institute-of-technology-lcit-bilaspur,"Bilaspur, Chhattisgarh | AICTE Accredited",BE/B.Tech,₹ 71.23 K,,,,8/10 (1 Reviews)
St.Joseph University,https://zollege.in/university/218741-stjoseph-university-dimapur,"Dimapur, Nagaland | AICTE, UGC Accredited",BA,₹ 38 K,MA,₹ 47.5 K,,
Malwa Institute of Technology - [MIT],https://zollege.in/college/173571-malwa-institute-of-technology-mit-indore,"Indore, Madhya Pradesh | AICTE Accredited",BE/B.Tech,₹ 64.2 K,ME/M.Tech,₹ 60 K,,6.5/10 (6 Reviews)
Parul Institute of Pharmacy and Research,https://zollege.in/college/169093-parul-institute-of-pharmacy-and-research-vadodara,"Vadodara, Gujarat | AICTE Accredited",B.Pharm,₹ 91 K,M.Pharm,₹ 1.16 Lakhs,,
Mandsaur Institute of Technology- [MIT],https://zollege.in/college/173575-mandsaur-institute-of-technology-mit-indore,"Indore, Madhya Pradesh | AICTE Accredited",BE/B.Tech,₹ 68.4 K,,,,
Regional Institute of Education - [RIE],https://zollege.in/college/181469-regional-institute-of-education-rie-mysore,"Mysore, Karnataka | NCTE Accredited",M.Sc,₹ 14.99 K,B.Sc,₹ 14.66 K,,6.6/10 (4 Reviews)
Raiganj University,https://zollege.in/university/219708-raiganj-university-raiganj,"Raiganj, West Bengal | UGC Accredited",M.Phil/Ph.D in Arts,₹ 36.2 K,,,,7.3/10 (1 Reviews)
Modern Education Society's College of Engineering - [MESCOE],https://zollege.in/college/173668-modern-education-societys-college-of-engineering-mescoe-pune,"Pune, Maharashtra | AICTE Accredited",BE/B.Tech,₹ 1.19 Lakhs,ME/M.Tech,₹ 79.1 K,,7.9/10 (4 Reviews)
Government Medical College / Rajindra Hospital-[GMCP],https://zollege.in/college/168779-government-medical-college-rajindra-hospitalgmcp-patiala,"Patiala, Punjab | MCI, UGC Accredited",MBBS,₹ 1.74 Lakhs,MD,₹ 1 Lakhs,,8.5/10 (1 Reviews)
NSS College of Engineering - [NSSCE],https://zollege.in/college/173725-nss-college-of-engineering-nssce-palakkad,"Palakkad, Kerala | AICTE Accredited",BE/B.Tech,₹ 8.74 K,ME/M.Tech,₹ 11.07 K,,7.7/10 (6 Reviews)
SA Raja Pharmacy College,https://zollege.in/college/169187-sa-raja-pharmacy-college-tirunelveli,"Tirunelveli, Tamil Nadu | PCI Accredited",B.Pharm,₹ 1.25 Lakhs,Graduate Diploma in Pharmacy,₹ 40 K,,
Shri Krishna University - [SKU],https://zollege.in/university/219248-shri-krishna-university-sku-chhatarpur,"Chhatarpur, Madhya Pradesh | UGC Accredited",UG Diploma in Arts,₹ 17 K,MA,₹ 18 K,,6.6/10 (3 Reviews)
National Institute of Electronics and Information Technology - [NIELIT],https://zollege.in/college/173763-national-institute-of-electronics-and-information-technology-nielit-aurangabad,"Aurangabad, Maharashtra | AICTE Accredited",BE/B.Tech,₹ 81.25 K,ME/M.Tech,₹ 97.25 K,,8.7/10 (1 Reviews)
Maharshi Dayanand Saraswati University,https://zollege.in/university/185146-maharshi-dayanand-saraswati-university-ajmer,"Ajmer, Rajasthan",M.Sc,₹ 22.25 K,B.Sc,₹ 7 K,,7.9/10 (3 Reviews)
Sri Sai Ranganathan Engineering College - [SSREC],https://zollege.in/college/174073-sri-sai-ranganathan-engineering-college-ssrec-coimbatore,"Coimbatore, Tamil Nadu | AICTE Accredited",BE/B.Tech,₹ 2.2 Lakhs,ME/M.Tech,₹ 65 K,,
Shri Ram College of Commerce - [SRCC],https://zollege.in/college/163738-shri-ram-college-of-commerce-srcc-new-delhi,"New Delhi, Delhi NCR | AICTE Accredited",BA,₹ 29.35 K,,,NIRFranking 11 out of 200 in 2023,8.4/10 (19 Reviews)
Aarupadai Veedu Medical College - [AVMC],https://zollege.in/college/169535-aarupadai-veedu-medical-college-avmc-pondicherry,"Pondicherry, Puducherry | MCI Accredited",MBBS,₹ 20.19 Lakhs,MD,₹ 51.53 Lakhs,,
Roland Institute of Technology - [RIT],https://zollege.in/college/174108-roland-institute-of-technology-rit-berhampur,"Berhampur, Orissa | AICTE Accredited",BE/B.Tech,₹ 55 K,,,,6.7/10 (2 Reviews)
Smriti College of Pharmaceutical Education - [SCOPE],https://zollege.in/college/169342-smriti-college-of-pharmaceutical-education-scope-indore,"Indore, Madhya Pradesh | AICTE, PCI, NBA Accredited",B.Pharm,₹ 79 K,M.Pharm,₹ 1.5 Lakhs,,5/10 (1 Reviews)
SKR Engineering College,https://zollege.in/college/174153-skr-engineering-college-chennai,"Chennai, Tamil Nadu | AICTE, NBA Accredited",BE/B.Tech,₹ 2.2 Lakhs,,,,
Chennai Mathematical Institute - [CMI],https://zollege.in/university/185196-chennai-mathematical-institute-cmi-siruseri,"Siruseri, Tamil Nadu | AICTE Accredited",M.Sc,₹ 2 Lakhs,B.Sc,₹ 2 Lakhs,,
Sarvajanik College of Engineering and Technology - [SCET],https://zollege.in/college/174275-sarvajanik-college-of-engineering-and-technology-scet-surat,"Surat, Gujarat | AICTE, UGC, NBA Accredited",BE/B.Tech,₹ 1.18 Lakhs,ME/M.Tech,₹ 1.51 Lakhs,,7.3/10 (4 Reviews)
Bhagwan Mahavir University - [BMU],https://zollege.in/university/220773-bhagwan-mahavir-university-bmu-surat,"Surat, Gujarat | AICTE, COA, PCI, UGC Accredited",BE/B.Tech,₹ 74 K,ME/M.Tech,₹ 80 K,,10/10 (1 Reviews)
Kakatiya University - [KU],https://zollege.in/university/184682-kakatiya-university-ku-warangal,"Warangal, Telangana | UGC Accredited",MA,₹ 18.01 K,BA,₹ 7.34 K,NIRFranking 166 out of 201 in 2023,7.8/10 (7 Reviews)
Siddhant College of Engineering - [SCOE] Sudumbare,https://zollege.in/college/174448-siddhant-college-of-engineering-scoe-sudumbare-pune,"Pune, Maharashtra | AICTE Accredited",BE/B.Tech,₹ 65 K,ME/M.Tech,₹ 53 K,,
Tatyasaheb Kore College of Pharmacy,https://zollege.in/college/169443-tatyasaheb-kore-college-of-pharmacy-kolhapur,"Kolhapur, Maharashtra | AICTE Accredited",B.Pharm,₹ 1.04 Lakhs,M.Pharm,₹ 1.1 Lakhs,,
Government Erode Medical College and Hospital,https://zollege.in/college/169846-government-erode-medical-college-and-hospital-perundurai,"Perundurai, Tamil Nadu | MCI Accredited",MBBS,₹ 17.32 Lakhs,MD,₹ 3.5 Lakhs,,6.3/10 (1 Reviews)
Sushila Devi Bansal College,https://zollege.in/college/174696-sushila-devi-bansal-college-indore,"Indore, Madhya Pradesh | AICTE Accredited",BE/B.Tech,₹ 30 K,ME/M.Tech,₹ 30 K,,
Sikkim Professional University,https://zollege.in/university/221974-sikkim-professional-university-west-sikkim,"West Sikkim, Sikkim",BA,₹ 36 K,MA,₹ 24 K,,
Shillong College,https://zollege.in/college/215268-shillong-college-shillong,"Shillong, Meghalaya",B.Sc,₹ 36.14 K,,,,6.8/10 (2 Reviews)
Thejus Engineering College,https://zollege.in/college/174794-thejus-engineering-college-thrissur,"Thrissur, Kerala | AICTE Accredited",BE/B.Tech,₹ 66.25 K,ME/M.Tech,₹ 1.8 Lakhs,,
DRK Institute of Science and Technology - [DRKIST],https://zollege.in/college/175829-drk-institute-of-science-and-technology-drkist-hyderabad,"Hyderabad, Telangana | AICTE Accredited",BE/B.Tech,₹ 60 K,,,,5.7/10 (1 Reviews)
Radharaman College of Pharmacy - [RCP],https://zollege.in/college/183699-radharaman-college-of-pharmacy-rcp-bhopal,"Bhopal, Madhya Pradesh | AICTE, PCI Accredited",B.Pharm,₹ 61.5 K,M.Pharm,₹ 1.54 Lakhs,,
Central University of Jharkhand - [CUJ],https://zollege.in/university/184900-central-university-of-jharkhand-cuj-ranchi,"Ranchi, Jharkhand | UGC Accredited",BA,₹ 20.71 K,MA,₹ 22.32 K,,6.4/10 (9 Reviews)
Frankfinn Institute of Air Hostess Training,https://zollege.in/college/222010-frankfinn-institute-of-air-hostess-training-new-delhi,"New Delhi, Delhi NCR",BBA/BBM,₹ 1.86 Lakhs,,,,
"Faculty of Commerce ,GLS University",https://zollege.in/college/217743-faculty-of-commerce-gls-university-ahmedabad,"Ahmedabad, Gujarat",B.Com,₹ 35 K,M.Com,₹ 30 K,The Weekranking 79 out of 107 in 2023,
VSB Engineering College - [VSBEC],https://zollege.in/college/178434-vsb-engineering-college-vsbec-karur,"Karur, Tamil Nadu | AICTE, NBA Accredited",BE/B.Tech,₹ 2.2 Lakhs,ME/M.Tech,₹ 30 K,The Weekranking 187 out of 191 in 2020,9/10 (1 Reviews)
Jawaharlal Nehru Medical College - [JLNMC],https://zollege.in/college/169909-jawaharlal-nehru-medical-college-jlnmc-bhagalpur,"Bhagalpur, Bihar | AICTE Accredited",UG Diploma in Medical,₹ 61.5 K,MBBS,₹ 82.3 Lakhs,,
BMS College of Law - [BMSCL],https://zollege.in/college/167933-bms-college-of-law-bmscl-bangalore,"Bangalore, Karnataka | BCI Accredited",LLB,₹ 90 K,,,IIRFranking 17 out of 50 in 2024,5.3/10 (1 Reviews)
Institute of Home Economics,https://zollege.in/college/216817-institute-of-home-economics-new-delhi,"New Delhi, Delhi NCR",M.Sc,₹ 36.8 K,B.Sc,₹ 28.89 K,NIRFranking 75 out of 200 in 2022,6.2/10 (2 Reviews)
PSR Engineering College,https://zollege.in/college/183637-psr-engineering-college-virudhunagar,"Virudhunagar, Tamil Nadu | AICTE, NBA Accredited",BE/B.Tech,₹ 55 K,ME/M.Tech,₹ 60 K,,6.5/10 (2 Reviews)
Sir Padampat Singhania University - [SPSU],https://zollege.in/university/185168-sir-padampat-singhania-university-spsu-udaipur,"Udaipur, Rajasthan | UGC, AIU Accredited",BE/B.Tech,₹ 1.8 Lakhs,ME/M.Tech,₹ 89 K,The Weekranking 67 out of 85 in 2023,7.8/10 (4 Reviews)
Cheran College of Pharmacy,https://zollege.in/college/214762-cheran-college-of-pharmacy-coimbatore,"Coimbatore, Tamil Nadu",B.Pharm,₹ 1.5 Lakhs,M.Phil/Ph.D in Pharmacy,₹ 2.5 Lakhs,,
LJ Polytechnic - [LJP],https://zollege.in/college/185539-lj-polytechnic-ljp-ahmedabad,"Ahmedabad, Gujarat | AICTE Accredited",Diploma in Engineering,₹ 48 K,,,,
MM Institute of Management -[MMIM],https://zollege.in/college/222431-mm-institute-of-management-mmim-ambala,"Ambala, Haryana | DCI, AICTE, UGC Accredited",BBA/BBM,₹ 76.5 K,MBA/PGDM,₹ 1.29 Lakhs,The Weekranking 149 out of 193 in 2023,
National Institute of Pharmaceutical Education And Research - [NIPER-A],https://zollege.in/college/217490-national-institute-of-pharmaceutical-education-and-research-nipera-ahmedabad,"Ahmedabad, Gujarat | PCI Accredited",M.Sc,₹ 1.4 Lakhs,M.Phil/Ph.D in Science,₹ 1.66 Lakhs,,10/10 (1 Reviews)
Central University of Karnataka - [CUK],https://zollege.in/university/184918-central-university-of-karnataka-cuk-gulbarga,"Gulbarga, Karnataka | UGC Accredited",MA,₹ 12.11 K,BA,₹ 8.8 K,NIRFranking 156 out of 201 in 2023,6.5/10 (24 Reviews)
Monark University,https://zollege.in/university/222129-monark-university-ahmedabad,"Ahmedabad, Gujarat | NCTE, AICTE, GNC, BCI Accredited",BA,No Fees Found,BSW,No Fees Found,,8.3/10 (1 Reviews)
SRM Engineering College,https://zollege.in/college/187575-srm-engineering-college-kanchipuram,"Kanchipuram, Tamil Nadu | AICTE, UGC, MHRD Accredited",BE/B.Tech,₹ 2.6 Lakhs,ME/M.Tech,₹ 1.7 Lakhs,NIRFranking 36 out of 200 in 2019,8.5/10 (1 Reviews)
Mamata Medical College,https://zollege.in/college/170032-mamata-medical-college-khammam,"Khammam, Telangana | MCI Accredited",MBBS,₹ 95 K,MD,₹ 7.5 Lakhs,,6.7/10 (1 Reviews)
K.S. School of Engineering and Management- [KSSEM],https://zollege.in/college/187944-ks-school-of-engineering-and-management-kssem-bangalore,"Bangalore, Karnataka | AICTE Accredited",BE/B.Tech,₹ 45.75 K,ME/M.Tech,₹ 69.3 K,,10/10 (1 Reviews)
Sanjo College of Pharmaceutical Studies - [SCOPS],https://zollege.in/college/215972-sanjo-college-of-pharmaceutical-studies-scops-palakkad,"Palakkad, Kerala | AICTE, PCI Accredited",B.Pharm,₹ 1.36 Lakhs,M.Phil/Ph.D in Pharmacy,₹ 1.9 Lakhs,,
Belda College,https://zollege.in/college/159868-belda-college-belda,"Belda, West Bengal",BA,₹ 1.91 K,MA,₹ 16 K,,
PVKK Institute of Technology - [PVKKIT],https://zollege.in/college/188140-pvkk-institute-of-technology-pvkkit-anantapur,"Anantapur, Andhra Pradesh | AICTE, UGC Accredited",BE/B.Tech,₹ 35 K,ME/M.Tech,₹ 35 K,,9/10 (1 Reviews)
Starex University,https://zollege.in/university/218302-starex-university-gurgaon,"Gurgaon, Haryana | AICTE, BCI, UGC Accredited",B.Sc,₹ 1 Lakhs,M.Sc,₹ 70 K,,6.7/10 (2 Reviews)
Nitra Technical Campus - [NTC],https://zollege.in/college/188148-nitra-technical-campus-ntc-ghaziabad,"Ghaziabad, Uttar Pradesh | AICTE Accredited",BE/B.Tech,₹ 83.5 K,,,,
Tamil Nadu Open University - [TNOU],https://zollege.in/university/185225-tamil-nadu-open-university-tnou-chennai,"Chennai, Tamil Nadu | UGC, DEB Accredited",BA,₹ 2.75 K,BSW,₹ 8.95 K,,
National Institute of Unani Medicine - [NIUM],https://zollege.in/college/170099-national-institute-of-unani-medicine-nium-bangalore,"Bangalore, Karnataka | CCIM Accredited",MD,₹ 54.56 K,MS,₹ 54.56 K,,
Vivekananda Institute of Technology - [VIT],https://zollege.in/college/188241-vivekananda-institute-of-technology-vit-jaipur,"Jaipur, Rajasthan | AICTE Accredited",BE/B.Tech,₹ 88 K,,,,6.7/10 (3 Reviews)
Gossner College,https://zollege.in/college/160746-gossner-college-ranchi,"Ranchi, Jharkhand | UGC Accredited",BA,₹ 8.45 K,MA,₹ 30.42 K,,6.9/10 (5 Reviews)
HSNCB's Hiranandani College Of Pharmacy - [DLHHCOP],https://zollege.in/college/215999-hsncbs-hiranandani-college-of-pharmacy-dlhhcop-mumbai,"Mumbai, Maharashtra | AICTE, PCI Accredited",B.Pharm,₹ 1.4 Lakhs,M.Pharm,₹ 2 Lakhs,,6.3/10 (1 Reviews)
St. Joseph’s College of Law,https://zollege.in/college/218665-st-josephs-college-of-law-bangalore,"Bangalore, Karnataka | BCI Accredited",LLB,₹ 1.3 Lakhs,,,IIRFranking 35 out of 50 in 2024,10/10 (1 Reviews)
Government Engineering College - [GEC],https://zollege.in/college/204984-government-engineering-college-gec-raipur,"Raipur, Chhattisgarh | AICTE Accredited",BE/B.Tech,₹ 82.78 K,,,,7/10 (3 Reviews)
Indira Gandhi University - [IGU],https://zollege.in/university/218394-indira-gandhi-university-igu-rewari,"Rewari, Haryana | UGC Accredited",M.Sc,₹ 10.84 K,M.Phil/Ph.D in Science,₹ 10 K,,7.4/10 (4 Reviews)
Saveetha School of Engineering - [SSE],https://zollege.in/college/215631-saveetha-school-of-engineering-sse-chennai,"Chennai, Tamil Nadu | AICTE, UGC Accredited",BE/B.Tech,₹ 45 K,ME/M.Tech,₹ 75 K,NIRFranking 186 out of 200 in 2019,7.8/10 (20 Reviews)
Harish Chandra Post Graduate College,https://zollege.in/college/161191-harish-chandra-post-graduate-college-varanasi,"Varanasi, Uttar Pradesh | AICTE, UGC Accredited",MA,No Fees Found,BA,No Fees Found,,
Visva-Bharati,https://zollege.in/university/185345-visvabharati-birbhum,"Birbhum, West Bengal | UGC Accredited",BA,₹ 6.65 K,BFA,₹ 6.65 K,NIRFranking 97 out of 201 in 2023,9/10 (5 Reviews)
Madras Veterinary College - [MVC],https://zollege.in/college/216875-madras-veterinary-college-mvc-chennai,"Chennai, Tamil Nadu | ICAR Accredited",BE/B.Tech,₹ 13.1 K,M.Phil/Ph.D in Engineering,₹ 33.33 K,,
